"part_id","hh_id","part_age","part_gender"
"F9_601494","HHF9_601494","70-120","F"
"F9_601495","HHF9_601495","60-69","F"
"F9_601501","HHF9_601501","50-59","F"
"F9_601502","HHF9_601502","30-39","M"
"F9_601509","HHF9_601509","40-49","F"
"F9_601511","HHF9_601511","5-11","F"
"A8_10280","HHA8_10280","30-39","F"
"F9_601514","HHF9_601514","40-49","F"
"F9_601523","HHF9_601523","0-4","F"
"F9_601525","HHF9_601525","40-49","M"
"F9_601526","HHF9_601526","18-29","M"
"F9_601530","HHF9_601530","18-29","M"
"F9_601532","HHF9_601532","50-59","F"
"F9_601536","HHF9_601536","40-49","M"
"F9_601539","HHF9_601539",NA,"F"
"F9_601547","HHF9_601547","18-29","F"
"F9_601554","HHF9_601554","60-69","F"
"A8_10281","HHA8_10281","60-69","M"
"F9_601570","HHF9_601570","18-29","F"
"F9_601580","HHF9_601580","50-59","F"
"F9_601583","HHF9_601583","30-39","F"
"F9_601587","HHF9_601587","50-59","M"
"F9_601588","HHF9_601588","18-29","M"
"F9_601589","HHF9_601589","5-11","M"
"F9_601595","HHF9_601595","60-69","M"
"F9_601599","HHF9_601599","70-120","M"
"F9_601600","HHF9_601600","18-29","F"
"F9_601603","HHF9_601603","5-11","F"
"A8_10282","HHA8_10282","50-59","F"
"F9_601605","HHF9_601605","12-17","M"
"F9_601610","HHF9_601610","40-49","M"
"F9_601611","HHF9_601611","50-59","M"
"F9_601617","HHF9_601617","18-29","F"
"F9_601618","HHF9_601618","0-4","M"
"F9_601621","HHF9_601621","40-49","F"
"F9_601622","HHF9_601622","40-49","F"
"F9_601623","HHF9_601623","12-17","M"
"F9_601624","HHF9_601624","5-11","M"
"F9_601628","HHF9_601628","50-59","F"
"A1_11006","HHA1_11006","30-39","F"
"A8_10283","HHA8_10283","30-39","F"
"F9_601630","HHF9_601630","40-49","F"
"F9_601632","HHF9_601632","70-120","M"
"F9_601636","HHF9_601636","70-120","F"
"F9_601639","HHF9_601639","5-11","M"
"F9_601642","HHF9_601642","12-17","M"
"F9_601653","HHF9_601653","60-69","M"
"F9_601654","HHF9_601654","30-39","F"
"F9_601657","HHF9_601657","18-29","F"
"F9_601658","HHF9_601658","30-39","M"
"F9_601659","HHF9_601659","0-4","M"
"A8_10284","HHA8_10284","60-69","M"
"F9_601665","HHF9_601665","12-17","M"
"F9_601667","HHF9_601667","60-69","F"
"F9_601674","HHF9_601674","40-49","M"
"F9_601679","HHF9_601679","50-59","M"
"F9_601680","HHF9_601680","50-59","F"
"F9_601681","HHF9_601681","12-17","M"
"F9_601683","HHF9_601683","30-39","M"
"F9_601686","HHF9_601686","60-69","M"
"F9_601691","HHF9_601691","12-17","F"
"F9_601703","HHF9_601703","70-120","M"
"A8_10285","HHA8_10285","40-49","F"
"F9_601705","HHF9_601705","40-49","F"
"F9_601706","HHF9_601706",NA,"F"
"F9_601707","HHF9_601707","12-17","M"
"F9_601708","HHF9_601708","18-29","F"
"F9_601714","HHF9_601714","30-39","M"
"F9_601720","HHF9_601720","50-59","F"
"F9_601723","HHF9_601723","70-120","M"
"F9_601729","HHF9_601729","40-49","M"
"F9_601732","HHF9_601732","30-39","F"
"F9_601733","HHF9_601733","50-59","F"
"A8_10286","HHA8_10286","40-49","M"
"F9_601739","HHF9_601739","12-17","M"
"F9_601741","HHF9_601741","12-17","F"
"F9_601756","HHF9_601756","30-39","F"
"F9_601763","HHF9_601763","70-120","M"
"F9_601765","HHF9_601765","30-39","F"
"F9_601770","HHF9_601770","5-11","M"
"F9_601772","HHF9_601772","5-11","F"
"F9_601777","HHF9_601777","70-120","M"
"F9_601779","HHF9_601779","12-17","F"
"F9_601789","HHF9_601789","30-39","F"
"A8_10287","HHA8_10287","60-69","F"
"F9_601790","HHF9_601790","0-4","F"
"F9_601803","HHF9_601803","5-11","M"
"F9_601807","HHF9_601807","12-17","M"
"F9_601808","HHF9_601808","40-49","F"
"F9_601811","HHF9_601811","0-4","M"
"F9_601812","HHF9_601812","0-4","F"
"F9_601823","HHF9_601823","70-120","F"
"F9_601825","HHF9_601825","70-120","F"
"F9_601827","HHF9_601827","18-29",NA
"F9_601831","HHF9_601831","40-49","F"
"A8_10288","HHA8_10288","50-59","F"
"F9_601838","HHF9_601838","40-49","M"
"F9_601842","HHF9_601842","30-39","F"
"F9_601844","HHF9_601844","12-17","M"
"F9_601845","HHF9_601845","5-11","M"
"F9_601846","HHF9_601846","18-29","M"
"F9_601851","HHF9_601851","40-49","F"
"F9_601853","HHF9_601853","50-59","M"
"F9_601854","HHF9_601854","70-120","M"
"F9_601857","HHF9_601857","60-69","M"
"F9_601876","HHF9_601876","60-69","M"
"A8_10289","HHA8_10289","18-29","F"
"F9_601881","HHF9_601881","18-29","F"
"F9_601884","HHF9_601884","40-49","M"
"F9_601893","HHF9_601893","30-39","F"
"F9_601896","HHF9_601896","18-29","M"
"F9_601897","HHF9_601897","60-69","F"
"F9_601898","HHF9_601898","40-49","F"
"F9_601899","HHF9_601899","30-39","F"
"F9_601904","HHF9_601904","30-39","F"
"F9_601907","HHF9_601907","60-69","F"
"F9_601914","HHF9_601914","12-17","M"
"A8_10290","HHA8_10290","60-69","F"
"F9_601918","HHF9_601918","5-11","F"
"F9_601921","HHF9_601921","0-4","M"
"F9_601923","HHF9_601923","30-39","F"
"F9_601925","HHF9_601925","18-29","F"
"F9_601927","HHF9_601927",NA,"M"
"F9_601936","HHF9_601936","18-29","M"
"F9_601939","HHF9_601939","12-17","M"
"F9_601943","HHF9_601943","30-39","F"
"F9_601960","HHF9_601960","30-39","F"
"F9_601961","HHF9_601961","18-29","F"
"A8_10291","HHA8_10291","60-69","M"
"F9_601974","HHF9_601974","50-59","M"
"F9_601994","HHF9_601994","40-49","M"
"F9_601998","HHF9_601998","60-69","M"
"F9_602001","HHF9_602001","50-59","M"
"F9_602005","HHF9_602005","12-17","F"
"F9_602008","HHF9_602008","40-49","M"
"F9_602018","HHF9_602018","5-11","M"
"F9_602020","HHF9_602020","60-69","M"
"F9_602023","HHF9_602023","18-29","M"
"F9_602034","HHF9_602034","18-29","M"
"A8_10292","HHA8_10292","70-120","F"
"F9_602036","HHF9_602036","40-49","F"
"F9_602038","HHF9_602038","40-49","M"
"F9_602042","HHF9_602042","18-29","F"
"F9_602052","HHF9_602052","50-59","M"
"F9_602059","HHF9_602059","50-59","M"
"F9_602063","HHF9_602063","18-29","F"
"F9_602067","HHF9_602067","12-17","M"
"F9_602069","HHF9_602069","18-29","F"
"F9_602078","HHF9_602078","18-29","F"
"F9_602085","HHF9_602085","60-69","M"
"A1_11007","HHA1_11007","18-29","F"
"A8_10293","HHA8_10293","50-59","M"
"F9_602089","HHF9_602089","50-59","M"
"F9_602090","HHF9_602090","70-120","M"
"F9_602104","HHF9_602104","12-17","M"
"F9_602117","HHF9_602117","30-39","M"
"F9_602120","HHF9_602120","50-59","M"
"F9_602122","HHF9_602122","30-39","M"
"F9_602128","HHF9_602128","18-29","M"
"F9_602130","HHF9_602130","30-39","F"
"F9_602134","HHF9_602134","12-17","M"
"F9_602145","HHF9_602145","40-49","M"
"A8_10294","HHA8_10294","30-39","F"
"F9_602147","HHF9_602147","5-11","F"
"F9_602151","HHF9_602151","5-11","F"
"F9_602155","HHF9_602155","30-39","F"
"F9_602166","HHF9_602166","30-39","F"
"F9_602176","HHF9_602176","12-17","M"
"F9_602177","HHF9_602177","18-29","F"
"F9_602178","HHF9_602178","50-59","M"
"F9_602191","HHF9_602191","0-4","M"
"F9_602193","HHF9_602193","50-59","F"
"F9_602194","HHF9_602194","30-39","F"
"A8_10295","HHA8_10295","40-49","F"
"F9_602199","HHF9_602199","60-69","M"
"F9_602212","HHF9_602212","30-39","F"
"F9_602213","HHF9_602213","12-17","M"
"F9_602215","HHF9_602215","40-49","M"
"F9_602222","HHF9_602222","40-49","M"
"F9_602223","HHF9_602223","12-17","M"
"F9_602226","HHF9_602226","30-39","F"
"F9_602227","HHF9_602227","12-17","F"
"F9_602229","HHF9_602229","50-59","M"
"F9_602231","HHF9_602231","5-11","F"
"A8_10296","HHA8_10296","40-49","M"
"F9_602262","HHF9_602262","50-59","M"
"F9_602281","HHF9_602281","70-120","M"
"F9_602285","HHF9_602285","50-59","M"
"F9_602289","HHF9_602289","60-69","F"
"F9_602296","HHF9_602296","50-59","F"
"F9_602308","HHF9_602308","40-49","F"
"F9_602309","HHF9_602309","40-49","M"
"F9_602316","HHF9_602316","5-11","M"
"F9_602343","HHF9_602343","40-49","M"
"F9_602345","HHF9_602345","18-29","F"
"A8_10297","HHA8_10297","40-49","M"
"F9_602352","HHF9_602352","40-49","M"
"F9_602358","HHF9_602358","12-17","M"
"F9_602366","HHF9_602366","30-39","F"
"F9_602368","HHF9_602368","18-29","F"
"F9_602372","HHF9_602372","18-29","F"
"F9_602376","HHF9_602376","40-49","F"
"F9_602378","HHF9_602378","30-39","F"
"F9_602383","HHF9_602383","60-69","F"
"F9_602391","HHF9_602391","50-59","M"
"F9_602393","HHF9_602393","40-49","F"
"A8_10298","HHA8_10298","50-59","M"
"F9_602403","HHF9_602403","50-59","F"
"F9_602406","HHF9_602406","30-39","M"
"F9_602408","HHF9_602408","5-11","F"
"F9_602411","HHF9_602411","40-49","M"
"F9_602412","HHF9_602412","50-59","M"
"F9_602485","HHF9_602485","70-120","M"
"F9_602491","HHF9_602491","40-49","F"
"F9_602501","HHF9_602501","50-59","F"
"F9_602512","HHF9_602512","50-59","F"
"F9_602521","HHF9_602521","50-59","F"
"A8_10299","HHA8_10299","30-39","M"
"F9_602523","HHF9_602523","50-59","F"
"F9_602524","HHF9_602524","30-39","F"
"F9_602555","HHF9_602555","50-59","F"
"F9_602576","HHF9_602576","30-39","M"
"F9_602579","HHF9_602579","60-69","F"
"F9_602580","HHF9_602580","50-59","M"
"F9_602589","HHF9_602589","50-59","M"
"F9_602597","HHF9_602597","50-59","M"
"F9_602614","HHF9_602614","12-17","F"
"F9_602627","HHF9_602627","70-120","F"
"A8_10300","HHA8_10300","30-39","F"
"F9_602629","HHF9_602629","50-59","F"
"F9_602630","HHF9_602630","60-69","F"
"F9_602638","HHF9_602638","50-59","F"
"F9_602645","HHF9_602645","60-69","F"
"F9_602646","HHF9_602646","70-120","M"
"F9_602659","HHF9_602659","70-120","F"
"F9_602661","HHF9_602661","70-120","M"
"F9_602668","HHF9_602668","70-120","F"
"F9_602669","HHF9_602669","50-59","F"
"F9_602670","HHF9_602670","70-120","F"
"A8_10301","HHA8_10301","50-59","M"
"F9_602674","HHF9_602674","50-59","M"
"F9_602684","HHF9_602684","50-59","M"
"F9_602687","HHF9_602687","40-49","F"
"F9_602693","HHF9_602693","70-120","F"
"F9_602694","HHF9_602694","70-120","F"
"F9_602695","HHF9_602695","60-69","F"
"F9_602698","HHF9_602698","40-49","M"
"F9_602699","HHF9_602699","50-59","F"
"F9_602700","HHF9_602700","70-120","F"
"F9_602701","HHF9_602701","60-69","M"
"A8_10302","HHA8_10302","30-39","M"
"F9_602708","HHF9_602708","60-69","M"
"F9_602709","HHF9_602709","60-69","F"
"F9_602711","HHF9_602711","40-49","F"
"F9_602712","HHF9_602712","70-120","F"
"F9_602713","HHF9_602713","60-69","F"
"F9_602716","HHF9_602716","60-69","F"
"F9_602719","HHF9_602719","40-49","M"
"F9_602720","HHF9_602720","60-69","F"
"F9_602721","HHF9_602721","60-69","M"
"F9_602724","HHF9_602724","60-69","M"
"A1_11008","HHA1_11008","40-49","M"
"A8_10303","HHA8_10303","50-59","M"
"F9_602726","HHF9_602726","70-120","M"
"F9_602728","HHF9_602728","50-59","M"
"F9_602734","HHF9_602734","60-69","M"
"F9_602735","HHF9_602735","50-59","F"
"F9_602736","HHF9_602736","60-69","M"
"F9_602739","HHF9_602739","50-59","F"
"F9_602741","HHF9_602741","60-69","F"
"F9_602744","HHF9_602744","70-120","F"
"F9_602745","HHF9_602745","70-120","F"
"F9_602748","HHF9_602748","12-17","M"
"A8_10306","HHA8_10306","18-29","F"
"F9_602752","HHF9_602752","60-69","M"
"F9_602753","HHF9_602753","70-120","M"
"F9_602766","HHF9_602766","70-120","M"
"F9_602769","HHF9_602769","50-59","F"
"F9_602776","HHF9_602776","12-17","F"
"F9_602777","HHF9_602777","60-69","M"
"F9_602778","HHF9_602778","50-59","F"
"F9_602780","HHF9_602780","70-120","M"
"F9_602784","HHF9_602784","50-59","F"
"F9_602789","HHF9_602789","50-59","F"
"A8_10307","HHA8_10307","50-59","F"
"F9_602790","HHF9_602790","40-49","F"
"F9_602794","HHF9_602794","50-59","F"
"F9_602795","HHF9_602795","70-120","F"
"F9_602796","HHF9_602796","60-69","F"
"F9_602797","HHF9_602797","50-59","F"
"F9_602799","HHF9_602799","30-39","F"
"F9_602800","HHF9_602800","50-59","F"
"F9_602802","HHF9_602802","60-69","F"
"F9_602805","HHF9_602805","70-120","M"
"F9_602811","HHF9_602811","60-69","M"
"A8_10308","HHA8_10308","40-49","M"
"F9_602812","HHF9_602812","70-120","M"
"F9_602813","HHF9_602813","70-120","F"
"F9_602816","HHF9_602816","40-49","F"
"F9_602818","HHF9_602818","40-49","F"
"F9_602819","HHF9_602819","70-120","M"
"F9_602827","HHF9_602827","60-69","M"
"F9_602830","HHF9_602830","70-120","F"
"F9_602831","HHF9_602831","60-69","M"
"F9_602835","HHF9_602835","50-59","F"
"F9_602844","HHF9_602844","60-69","F"
"A8_10309","HHA8_10309","30-39","F"
"F9_602845","HHF9_602845","70-120","M"
"F9_602846","HHF9_602846","40-49","M"
"F9_602847","HHF9_602847","70-120","M"
"F9_602850","HHF9_602850","60-69","M"
"F9_602854","HHF9_602854","30-39","F"
"F9_602855","HHF9_602855","60-69","F"
"F9_602860","HHF9_602860","5-11","M"
"F9_602863","HHF9_602863","60-69","F"
"F9_602865","HHF9_602865","70-120","M"
"F9_602866","HHF9_602866","60-69","F"
"A8_10311","HHA8_10311","60-69","M"
"F9_602868","HHF9_602868","50-59","F"
"F9_602871","HHF9_602871","12-17","F"
"F9_602873","HHF9_602873","60-69","F"
"F9_602874","HHF9_602874","70-120","F"
"F9_602876","HHF9_602876","12-17","F"
"F9_602881","HHF9_602881","0-4","F"
"F9_602892","HHF9_602892","70-120","F"
"F9_602894","HHF9_602894","70-120","F"
"F9_602895","HHF9_602895","60-69","F"
"F9_602899","HHF9_602899","50-59","F"
"A8_10312","HHA8_10312","18-29","M"
"F9_602902","HHF9_602902","50-59","M"
"F9_602907","HHF9_602907","60-69","F"
"F9_602910","HHF9_602910","70-120","F"
"F9_602914","HHF9_602914","40-49","M"
"F9_602917","HHF9_602917","50-59","M"
"F9_602919","HHF9_602919","70-120","M"
"F9_602926","HHF9_602926","50-59","F"
"F9_602927","HHF9_602927","70-120","M"
"F9_602928","HHF9_602928","12-17","F"
"F9_602930","HHF9_602930","60-69","F"
"A8_10313","HHA8_10313","30-39","M"
"F9_602938","HHF9_602938","50-59","F"
"F9_602940","HHF9_602940","70-120","M"
"F9_602941","HHF9_602941","70-120","M"
"F9_602945","HHF9_602945","50-59","F"
"F9_602950","HHF9_602950","40-49","F"
"F9_602951","HHF9_602951","50-59","F"
"F9_602952","HHF9_602952","60-69","F"
"F9_602954","HHF9_602954","70-120","F"
"F9_602958","HHF9_602958","60-69","M"
"F9_602960","HHF9_602960","70-120","F"
"A8_10314","HHA8_10314","40-49","M"
"F9_602961","HHF9_602961","0-4","M"
"F9_602964","HHF9_602964","70-120","F"
"F9_602975","HHF9_602975","50-59","F"
"F9_602977","HHF9_602977","60-69","F"
"F9_602980","HHF9_602980","50-59","M"
"F9_602991","HHF9_602991","30-39","M"
"F9_602993","HHF9_602993","60-69","M"
"F9_602996","HHF9_602996","60-69","F"
"F9_602997","HHF9_602997","50-59","M"
"F9_602998","HHF9_602998","60-69","F"
"A8_10315","HHA8_10315","60-69","M"
"F9_603000","HHF9_603000","60-69","M"
"F9_603001","HHF9_603001","40-49","F"
"F9_603005","HHF9_603005","12-17","F"
"F9_603007","HHF9_603007","70-120","M"
"F9_603009","HHF9_603009","50-59","M"
"F9_603014","HHF9_603014","40-49","F"
"F9_603016","HHF9_603016","70-120","M"
"F9_603019","HHF9_603019","60-69","F"
"F9_603020","HHF9_603020","60-69","F"
"F9_603024","HHF9_603024","70-120","F"
"A1_11009","HHA1_11009","60-69","M"
"A8_10316","HHA8_10316","40-49","F"
"F9_603030","HHF9_603030","70-120","F"
"F9_603031","HHF9_603031","70-120","F"
"F9_603032","HHF9_603032","40-49","F"
"F9_603052","HHF9_603052","5-11","F"
"F9_603056","HHF9_603056","12-17","F"
"F9_603061","HHF9_603061","70-120","F"
"F9_603063","HHF9_603063","70-120","M"
"F9_603064","HHF9_603064","60-69","F"
"F9_603065","HHF9_603065","12-17","M"
"F9_603073","HHF9_603073","30-39","M"
"A8_10317","HHA8_10317","40-49","M"
"F9_603087","HHF9_603087","50-59","F"
"F9_603095","HHF9_603095","70-120","M"
"F9_603099","HHF9_603099","60-69","F"
"F9_603100","HHF9_603100","60-69","F"
"F9_603102","HHF9_603102","70-120","F"
"F9_603107","HHF9_603107","60-69","M"
"F9_603108","HHF9_603108","60-69","F"
"F9_603110","HHF9_603110",NA,"F"
"F9_603113","HHF9_603113","30-39","F"
"F9_603117","HHF9_603117","70-120","M"
"A8_10318","HHA8_10318","40-49","M"
"F9_603118","HHF9_603118","70-120","M"
"F9_603127","HHF9_603127","70-120","M"
"F9_603128","HHF9_603128","70-120","F"
"F9_603130","HHF9_603130","70-120","F"
"F9_603134","HHF9_603134","70-120","F"
"F9_603136","HHF9_603136","30-39","F"
"F9_603140","HHF9_603140","40-49","F"
"F9_603146","HHF9_603146","60-69","F"
"F9_603147","HHF9_603147","40-49","M"
"F9_603151","HHF9_603151","60-69","M"
"A8_10319","HHA8_10319","60-69","M"
"F9_603154","HHF9_603154","30-39","M"
"F9_603155","HHF9_603155","70-120","F"
"F9_603159","HHF9_603159","70-120","M"
"F9_603161","HHF9_603161","70-120","F"
"F9_603162","HHF9_603162","50-59","M"
"F9_603165","HHF9_603165","5-11","F"
"F9_603168","HHF9_603168","70-120","F"
"F9_603171","HHF9_603171","70-120","M"
"F9_603175","HHF9_603175","60-69","M"
"F9_603192","HHF9_603192","60-69","M"
"A8_10321","HHA8_10321","30-39","F"
"F9_603194","HHF9_603194","60-69","F"
"F9_603197","HHF9_603197","60-69","M"
"F9_603200","HHF9_603200","12-17","F"
"F9_603202","HHF9_603202","50-59","M"
"F9_603203","HHF9_603203","70-120","M"
"F9_603209","HHF9_603209","60-69","F"
"F9_603213","HHF9_603213","70-120","M"
"F9_603214","HHF9_603214","70-120","F"
"F9_603215","HHF9_603215","50-59","F"
"F9_603218","HHF9_603218","50-59","M"
"A8_10322","HHA8_10322","30-39","F"
"F9_603220","HHF9_603220","5-11","M"
"F9_603221","HHF9_603221","60-69","F"
"F9_603223","HHF9_603223","60-69","M"
"F9_603224","HHF9_603224","40-49","M"
"F9_603237","HHF9_603237","40-49","F"
"F9_603241","HHF9_603241","60-69","F"
"F9_603245","HHF9_603245","60-69","M"
"F9_603246","HHF9_603246","70-120","F"
"F9_603247","HHF9_603247","12-17","M"
"F9_603250","HHF9_603250","50-59","M"
"A8_10324","HHA8_10324","50-59","M"
"F9_603251","HHF9_603251","30-39","M"
"F9_603252","HHF9_603252","5-11","F"
"F9_603253","HHF9_603253","12-17","F"
"F9_603256","HHF9_603256","30-39","F"
"F9_603257","HHF9_603257","70-120","F"
"F9_603265","HHF9_603265","40-49","M"
"F9_603266","HHF9_603266","60-69","M"
"F9_603268","HHF9_603268","30-39","F"
"F9_603271","HHF9_603271","60-69","M"
"F9_603272","HHF9_603272","30-39","F"
"A8_10325","HHA8_10325","40-49","M"
"F9_603277","HHF9_603277","50-59","M"
"F9_603278","HHF9_603278","30-39","M"
"F9_603279","HHF9_603279","50-59","M"
"F9_603287","HHF9_603287","40-49","M"
"F9_603291","HHF9_603291","40-49","F"
"F9_603292","HHF9_603292","40-49","F"
"F9_603297","HHF9_603297","30-39","F"
"F9_603301","HHF9_603301","50-59","M"
"F9_603302","HHF9_603302","18-29","F"
"F9_603303","HHF9_603303","50-59","M"
"A8_10327","HHA8_10327","30-39","F"
"F9_603306","HHF9_603306","40-49","F"
"F9_603308","HHF9_603308","70-120","M"
"F9_603314","HHF9_603314","30-39","M"
"F9_603322","HHF9_603322","12-17","F"
"F9_603325","HHF9_603325","60-69","M"
"F9_603333","HHF9_603333","12-17","M"
"F9_603335","HHF9_603335","50-59","M"
"F9_603338","HHF9_603338","40-49","M"
"F9_603346","HHF9_603346","30-39","M"
"F9_603347","HHF9_603347","40-49","M"
"A8_10328","HHA8_10328","60-69","M"
"F9_603356","HHF9_603356","60-69","M"
"F9_603361","HHF9_603361","50-59","M"
"F9_603363","HHF9_603363","60-69","M"
"F9_603369","HHF9_603369","5-11","F"
"F9_603377","HHF9_603377","40-49","M"
"F9_603378","HHF9_603378","5-11","M"
"F9_603384","HHF9_603384","5-11","F"
"F9_603385","HHF9_603385","18-29",NA
"F9_603389","HHF9_603389","60-69","M"
"F9_603390","HHF9_603390","40-49","M"
"A1_10101","HHA1_10101","70-120","M"
"A1_11010","HHA1_11010","18-29","F"
"A8_10330","HHA8_10330","60-69","F"
"F9_603399","HHF9_603399","40-49","M"
"F9_603400","HHF9_603400","30-39","M"
"F9_603402","HHF9_603402","5-11","M"
"F9_603405","HHF9_603405","5-11","M"
"F9_603414","HHF9_603414","30-39","F"
"F9_603415","HHF9_603415","40-49","M"
"F9_603417","HHF9_603417","50-59","M"
"F9_603424","HHF9_603424","0-4","M"
"F9_603436","HHF9_603436","50-59","M"
"F9_603446","HHF9_603446","18-29","M"
"A8_10331","HHA8_10331","60-69","M"
"F9_603447","HHF9_603447","30-39","M"
"F9_603452","HHF9_603452","12-17","M"
"F9_603455","HHF9_603455","5-11","M"
"F9_603458","HHF9_603458","60-69","M"
"F9_603460","HHF9_603460","30-39","M"
"F9_603461","HHF9_603461","12-17","F"
"F9_603465","HHF9_603465","18-29","F"
"F9_603468","HHF9_603468","12-17","M"
"F9_603469","HHF9_603469","5-11","F"
"F9_603477","HHF9_603477","40-49","F"
"A8_10332","HHA8_10332","60-69","M"
"F9_603479","HHF9_603479","40-49","F"
"F9_603484","HHF9_603484","30-39","M"
"F9_603493","HHF9_603493","12-17","F"
"F9_603496","HHF9_603496","40-49","M"
"F9_603501","HHF9_603501","60-69","F"
"F9_603502","HHF9_603502","30-39","F"
"F9_603503","HHF9_603503","18-29","F"
"F9_603504","HHF9_603504","40-49","M"
"F9_603509","HHF9_603509",NA,"F"
"F9_603512","HHF9_603512","30-39","M"
"A8_10334","HHA8_10334","40-49","M"
"F9_603513","HHF9_603513","40-49","F"
"F9_603514","HHF9_603514","5-11","M"
"F9_603517","HHF9_603517","12-17","M"
"F9_603519","HHF9_603519","30-39","M"
"F9_603521","HHF9_603521",NA,"M"
"F9_603522","HHF9_603522","18-29","F"
"F9_603523","HHF9_603523","18-29","F"
"F9_603525","HHF9_603525","50-59","M"
"F9_603527","HHF9_603527","5-11","F"
"F9_603531","HHF9_603531","18-29","F"
"A8_10336","HHA8_10336","30-39","F"
"F9_603533","HHF9_603533","18-29","F"
"F9_603545","HHF9_603545","30-39","M"
"F9_603552","HHF9_603552","12-17","F"
"F9_603555","HHF9_603555","5-11","M"
"F9_603558","HHF9_603558","30-39","M"
"F9_603560","HHF9_603560","5-11","M"
"F9_603563","HHF9_603563","0-4","M"
"F9_603565","HHF9_603565","18-29","M"
"F9_603568","HHF9_603568","0-4","M"
"F9_603581","HHF9_603581","30-39","M"
"A8_10337","HHA8_10337","40-49","M"
"F9_603586","HHF9_603586","5-11","M"
"F9_603591","HHF9_603591","40-49","F"
"F9_603592","HHF9_603592","30-39","F"
"F9_603593","HHF9_603593","30-39","M"
"F9_603594","HHF9_603594","5-11","M"
"F9_603595","HHF9_603595","18-29","M"
"F9_603596","HHF9_603596","18-29","F"
"F9_603597","HHF9_603597","0-4","F"
"F9_603603","HHF9_603603","5-11","F"
"F9_603607","HHF9_603607","30-39","F"
"A8_10338","HHA8_10338","50-59","M"
"F9_603609","HHF9_603609","5-11","M"
"F9_603611","HHF9_603611","40-49","F"
"F9_603612","HHF9_603612","30-39","M"
"F9_603615","HHF9_603615","18-29","F"
"F9_603627","HHF9_603627","12-17","M"
"F9_603631","HHF9_603631","18-29","M"
"F9_603640","HHF9_603640","40-49","F"
"F9_603644","HHF9_603644","18-29","M"
"F9_603652","HHF9_603652",NA,"M"
"F9_603654","HHF9_603654","18-29","M"
"A8_10339","HHA8_10339","30-39","F"
