"part_id","hh_id","part_age","part_gender"
"E32_516722","HHE32_516722","5-11","F"
"E32_516728","HHE32_516728","5-11","M"
"E32_516729","HHE32_516729","5-11","M"
"E32_516733","HHE32_516733","18-29","M"
"E32_516736","HHE32_516736","12-17","M"
"E32_516742","HHE32_516742","18-29","F"
"E32_516745","HHE32_516745","18-29","F"
"E32_516746","HHE32_516746","50-59","M"
"E32_516778","HHE32_516778","30-39","M"
"B7_20345","HHB7_20345","30-39","F"
"E32_516781","HHE32_516781","18-29","F"
"E32_516782","HHE32_516782","18-29","M"
"E32_516790","HHE32_516790","30-39","F"
"E32_516791","HHE32_516791","30-39","F"
"E32_516803","HHE32_516803","18-29","F"
"E32_516812","HHE32_516812","18-29","F"
"E32_516820","HHE32_516820","18-29","M"
"E32_516824","HHE32_516824","18-29","M"
"E32_516826","HHE32_516826","18-29","F"
"E32_516837","HHE32_516837","18-29","M"
"B7_20346","HHB7_20346","50-59","M"
"E32_516850","HHE32_516850","30-39","M"
"E32_516852","HHE32_516852","30-39","F"
"E32_516882","HHE32_516882","18-29","F"
"E32_516891","HHE32_516891","50-59","M"
"E32_516894","HHE32_516894","50-59","M"
"E32_516895","HHE32_516895","12-17","F"
"E32_516896","HHE32_516896","30-39","F"
"E32_516899","HHE32_516899","60-69","M"
"E32_516900","HHE32_516900","30-39",NA
"E32_516903","HHE32_516903","40-49","M"
"B7_20348","HHB7_20348","60-69","M"
"E32_516905","HHE32_516905","60-69","M"
"E32_516909","HHE32_516909","30-39","F"
"E32_516913","HHE32_516913","12-17","M"
"E32_516914","HHE32_516914","40-49","F"
"E32_516915","HHE32_516915","30-39","F"
"E32_516916","HHE32_516916","40-49","F"
"E32_516920","HHE32_516920","40-49","M"
"E32_516924","HHE32_516924","40-49","F"
"E32_516926","HHE32_516926","40-49","F"
"E32_516935","HHE32_516935","50-59","M"
"B7_20349","HHB7_20349","40-49","M"
"E32_516936","HHE32_516936","50-59","M"
"E32_516939","HHE32_516939","40-49","F"
"E32_516940","HHE32_516940","40-49","M"
"E32_516941","HHE32_516941","30-39","F"
"E32_516943","HHE32_516943","50-59","M"
"E32_516945","HHE32_516945","50-59","M"
"E32_516950","HHE32_516950","12-17","F"
"E32_516952","HHE32_516952","12-17","F"
"E32_516953","HHE32_516953","40-49","M"
"E32_516955","HHE32_516955","40-49","M"
"B7_20350","HHB7_20350","50-59","M"
"E32_516957","HHE32_516957","40-49","F"
"E32_516961","HHE32_516961","40-49","F"
"E32_516962","HHE32_516962","5-11","F"
"E32_516967","HHE32_516967","18-29","F"
"E32_516973","HHE32_516973","30-39","M"
"E32_516975","HHE32_516975","30-39","F"
"E32_516977","HHE32_516977","40-49","F"
"E32_516978","HHE32_516978","18-29","F"
"E32_516982","HHE32_516982","40-49","F"
"E32_516985","HHE32_516985","30-39","M"
"B7_20351","HHB7_20351","70-120","M"
"E32_516986","HHE32_516986","12-17","M"
"E32_516998","HHE32_516998","30-39","F"
"E32_516999","HHE32_516999","18-29","F"
"E32_517000","HHE32_517000","12-17","M"
"E32_517001","HHE32_517001","18-29","M"
"E32_517006","HHE32_517006","12-17","M"
"E32_517009","HHE32_517009","18-29","F"
"E32_517012","HHE32_517012","5-11","F"
"E32_517015","HHE32_517015","0-4","F"
"E32_517018","HHE32_517018","5-11","M"
"A2_10347","HHA2_10347","40-49","F"
"B7_20352","HHB7_20352","40-49","M"
"E32_517019","HHE32_517019","30-39","F"
"E32_517021","HHE32_517021","5-11","F"
"E32_517024","HHE32_517024","12-17","F"
"E32_517025","HHE32_517025","30-39","M"
"E32_517027","HHE32_517027","30-39","F"
"E32_517030","HHE32_517030","12-17","M"
"E32_517037","HHE32_517037","5-11","F"
"E32_517040","HHE32_517040","12-17","F"
"E32_517044","HHE32_517044","30-39","F"
"E32_517047","HHE32_517047","30-39","M"
"B7_20355","HHB7_20355","18-29","F"
"E32_517049","HHE32_517049","40-49","F"
"E32_517052","HHE32_517052","18-29","F"
"E32_517060","HHE32_517060","40-49","M"
"E32_517061","HHE32_517061","12-17","M"
"E32_517062","HHE32_517062","0-4","F"
"E32_517063","HHE32_517063","40-49","M"
"E32_517067","HHE32_517067","50-59","M"
"E32_517068","HHE32_517068","30-39","F"
"E32_517069","HHE32_517069","30-39","F"
"E32_517070","HHE32_517070","12-17","F"
"B7_20356","HHB7_20356","50-59","M"
"E32_517071","HHE32_517071","40-49","F"
"E32_517076","HHE32_517076","40-49","F"
"E32_517080","HHE32_517080","5-11","F"
"E32_517089","HHE32_517089","50-59","M"
"E32_517094","HHE32_517094","50-59","M"
"E32_517097","HHE32_517097","12-17","F"
"E32_517099","HHE32_517099","0-4","M"
"E32_517108","HHE32_517108","30-39","F"
"E32_517111","HHE32_517111","12-17","M"
"E32_517115","HHE32_517115","12-17","M"
"B7_20357","HHB7_20357","18-29","M"
"E32_517119","HHE32_517119","12-17","M"
"E32_517134","HHE32_517134","5-11","M"
"E32_517142","HHE32_517142","40-49","M"
"E32_517144","HHE32_517144","12-17","F"
"E32_517145","HHE32_517145","5-11","M"
"E32_517146","HHE32_517146","18-29","F"
"E32_517147","HHE32_517147","18-29","F"
"E32_517149","HHE32_517149","18-29","M"
"E32_517150","HHE32_517150","5-11","F"
"E32_517151","HHE32_517151","5-11","F"
"B7_20358","HHB7_20358","70-120","M"
"E32_517156","HHE32_517156","0-4","F"
"E32_517162","HHE32_517162","5-11","F"
"E32_517163","HHE32_517163",NA,"F"
"E32_517165","HHE32_517165","5-11","F"
"E32_517166","HHE32_517166","12-17","F"
"E32_517168","HHE32_517168","12-17","M"
"E32_517172","HHE32_517172","50-59","F"
"E32_517173","HHE32_517173","12-17","F"
"E32_517174","HHE32_517174","50-59","F"
"E32_517182","HHE32_517182","60-69","M"
"B7_20361","HHB7_20361","70-120","M"
"E32_517185","HHE32_517185","40-49","M"
"E32_517187","HHE32_517187","18-29","M"
"E32_517191","HHE32_517191","50-59","M"
"E32_517194","HHE32_517194","30-39","M"
"E32_517196","HHE32_517196","60-69","M"
"E32_517198","HHE32_517198","50-59","M"
"E32_517199","HHE32_517199","60-69","M"
"E32_517200","HHE32_517200","40-49","F"
"E32_517207","HHE32_517207","60-69","M"
"E32_517210","HHE32_517210","30-39","F"
"B7_20364","HHB7_20364","18-29","M"
"E32_517217","HHE32_517217","60-69","F"
"E32_517222","HHE32_517222","18-29","M"
"E32_517225","HHE32_517225","60-69","M"
"E32_517249","HHE32_517249","40-49","M"
"E32_517255","HHE32_517255","18-29","F"
"E32_517257","HHE32_517257","18-29","M"
"E32_517263","HHE32_517263","50-59","M"
"E32_517269","HHE32_517269","50-59","M"
"E32_517271","HHE32_517271","40-49","M"
"E32_517272","HHE32_517272","50-59","M"
"B7_20365","HHB7_20365","50-59","F"
"E32_517276","HHE32_517276","5-11","M"
"E32_517280","HHE32_517280","30-39","F"
"E32_517287","HHE32_517287","40-49","M"
"E32_517288","HHE32_517288","40-49","F"
"E32_517289","HHE32_517289","12-17","M"
"E32_517291","HHE32_517291","50-59","M"
"E32_517295","HHE32_517295","50-59","F"
"E32_517298","HHE32_517298","50-59","F"
"E32_517299","HHE32_517299","12-17","F"
"E32_517300","HHE32_517300","12-17","M"
"B7_20366","HHB7_20366","30-39","F"
"E32_517301","HHE32_517301","40-49","M"
"E32_517302","HHE32_517302","30-39","M"
"E32_517303","HHE32_517303","40-49","M"
"E32_517304","HHE32_517304","40-49","F"
"E32_517305","HHE32_517305","40-49","F"
"E32_517306","HHE32_517306","40-49","M"
"E32_517307","HHE32_517307","18-29","F"
"E32_517308","HHE32_517308","40-49","F"
"E32_517309","HHE32_517309","40-49","M"
"E32_517310","HHE32_517310","30-39","F"
"B7_20367","HHB7_20367","70-120","F"
"E32_517311","HHE32_517311","30-39","F"
"E32_517312","HHE32_517312","40-49","F"
"E32_517313","HHE32_517313","60-69","F"
"E32_517314","HHE32_517314","60-69","F"
"E32_517315","HHE32_517315","30-39","F"
"E32_517316","HHE32_517316","30-39","F"
"E32_517317","HHE32_517317","60-69","F"
"E32_517318","HHE32_517318","40-49","M"
"E32_517319","HHE32_517319","30-39","F"
"E32_517320","HHE32_517320","30-39","F"
"A2_10348","HHA2_10348","50-59","M"
"B7_20368","HHB7_20368","18-29","M"
"E32_517321","HHE32_517321","40-49","F"
"E32_517322","HHE32_517322","50-59","M"
"E32_517323","HHE32_517323","18-29","M"
"E32_517324","HHE32_517324","60-69","F"
"E32_517325","HHE32_517325","60-69","F"
"E32_517326","HHE32_517326","30-39","F"
"E32_517327","HHE32_517327","18-29","F"
"E32_517328","HHE32_517328","30-39","F"
"E32_517329","HHE32_517329","50-59","M"
"E32_517330","HHE32_517330","30-39","F"
"B7_20369","HHB7_20369","60-69","M"
"E32_517331","HHE32_517331","50-59","M"
"E32_517332","HHE32_517332","40-49","M"
"E32_517333","HHE32_517333","30-39","F"
"E32_517334","HHE32_517334","18-29","F"
"E32_517335","HHE32_517335","40-49","F"
"E32_517336","HHE32_517336","18-29","F"
"E32_517337","HHE32_517337","18-29","F"
"E32_517338","HHE32_517338","18-29","F"
"E32_517339","HHE32_517339","30-39","M"
"E32_517340","HHE32_517340","18-29","F"
"B7_20370","HHB7_20370","60-69","M"
"E32_517341","HHE32_517341","18-29","M"
"E32_517342","HHE32_517342","60-69","F"
"E32_517343","HHE32_517343","18-29","F"
"E32_517344","HHE32_517344","18-29","F"
"E32_517345","HHE32_517345","18-29","M"
"E32_517346","HHE32_517346","30-39","F"
"E32_517347","HHE32_517347","30-39","F"
"E32_517348","HHE32_517348","60-69","F"
"E32_517349","HHE32_517349","40-49","F"
"E32_517350","HHE32_517350","40-49","F"
"B7_20371","HHB7_20371","60-69","M"
"E32_517351","HHE32_517351","18-29","M"
"E32_517352","HHE32_517352","30-39","M"
"E32_517353","HHE32_517353","40-49","M"
"E32_517354","HHE32_517354","18-29","F"
"E32_517355","HHE32_517355","30-39","M"
"E32_517356","HHE32_517356","18-29","M"
"E32_517357","HHE32_517357","18-29","F"
"E32_517358","HHE32_517358","18-29","M"
"E32_517359","HHE32_517359","18-29","F"
"E32_517360","HHE32_517360","18-29","F"
"B7_20372","HHB7_20372","50-59","F"
"E32_517361","HHE32_517361","40-49","M"
"E32_517362","HHE32_517362","30-39","F"
"E32_517363","HHE32_517363","18-29","F"
"E32_517364","HHE32_517364","18-29","F"
"E32_517365","HHE32_517365","30-39","F"
"E32_517366","HHE32_517366","18-29","F"
"E32_517367","HHE32_517367","18-29","F"
"E32_517368","HHE32_517368","40-49","F"
"E32_517369","HHE32_517369","18-29","F"
"E32_517370","HHE32_517370","18-29","F"
"B7_20374","HHB7_20374","50-59","M"
"E32_517371","HHE32_517371","30-39","F"
"E32_517372","HHE32_517372","30-39","M"
"E32_517373","HHE32_517373","40-49","F"
"E32_517374","HHE32_517374","40-49","F"
"E32_517375","HHE32_517375","18-29","F"
"E32_517376","HHE32_517376","18-29","F"
"E32_517377","HHE32_517377","18-29","F"
"E32_517378","HHE32_517378","18-29","M"
"E32_517379","HHE32_517379","18-29","M"
"E32_517380","HHE32_517380","18-29","F"
"B7_20375","HHB7_20375","60-69","M"
"E32_517381","HHE32_517381","18-29","M"
"E32_517382","HHE32_517382","18-29","M"
"E32_517383","HHE32_517383","18-29","F"
"E32_517384","HHE32_517384","18-29","F"
"E32_517385","HHE32_517385","40-49","M"
"E32_517386","HHE32_517386","18-29","M"
"E32_517387","HHE32_517387","18-29","F"
"E32_517388","HHE32_517388","18-29","M"
"E32_517389","HHE32_517389","18-29","M"
"E32_517390","HHE32_517390","40-49","M"
"B7_20376","HHB7_20376","40-49","M"
"E32_517391","HHE32_517391","18-29","F"
"E32_517392","HHE32_517392","18-29","M"
"E32_517393","HHE32_517393","18-29","F"
"E32_517394","HHE32_517394","30-39","F"
"E32_517395","HHE32_517395","18-29","M"
"E32_517396","HHE32_517396","30-39","F"
"E32_517397","HHE32_517397","18-29","F"
"E32_517398","HHE32_517398","50-59","F"
"E32_517399","HHE32_517399","18-29","F"
"E32_517400","HHE32_517400","18-29","F"
"B7_20378","HHB7_20378","40-49",NA
"E32_517401","HHE32_517401","18-29","F"
"E32_517402","HHE32_517402","18-29","M"
"E32_517403","HHE32_517403","18-29","F"
"E32_517404","HHE32_517404","18-29","F"
"E32_517405","HHE32_517405","18-29","F"
"E32_517406","HHE32_517406","18-29","F"
"E32_517407","HHE32_517407","18-29","F"
"E32_517408","HHE32_517408","40-49","M"
"E32_517409","HHE32_517409","18-29","F"
"E32_517410","HHE32_517410","40-49","M"
"B7_20379","HHB7_20379","60-69","F"
"E32_517411","HHE32_517411","18-29","M"
"E32_517412","HHE32_517412","40-49","F"
"E32_517413","HHE32_517413","18-29","F"
"E32_517414","HHE32_517414","18-29","F"
"E32_517415","HHE32_517415","18-29","F"
"E32_517416","HHE32_517416","18-29","M"
"E32_517417","HHE32_517417","30-39","M"
"E32_517418","HHE32_517418","18-29","M"
"E32_517419","HHE32_517419","18-29","F"
"E32_517420","HHE32_517420","40-49","F"
"A2_10351","HHA2_10351","18-29","F"
"B7_20380","HHB7_20380","60-69","M"
"E32_517421","HHE32_517421","30-39","F"
"E32_517422","HHE32_517422","18-29","F"
"E32_517423","HHE32_517423","18-29","F"
"E32_517424","HHE32_517424","30-39","M"
"E32_517425","HHE32_517425","30-39","F"
"E32_517426","HHE32_517426","30-39","M"
"E32_517427","HHE32_517427","60-69","M"
"E32_517428","HHE32_517428","40-49","F"
"E32_517429","HHE32_517429","30-39","F"
"E32_517430","HHE32_517430","18-29","F"
"B7_20381","HHB7_20381","50-59","F"
"E32_517431","HHE32_517431","18-29","F"
"E32_517432","HHE32_517432","18-29","F"
"E32_517433","HHE32_517433","60-69","F"
"E32_517434","HHE32_517434","18-29","F"
"E32_517435","HHE32_517435","18-29","F"
"E32_517436","HHE32_517436","0-4","F"
"E32_517437","HHE32_517437","18-29","F"
"E32_517438","HHE32_517438","40-49","F"
"E32_517439","HHE32_517439","18-29","M"
"E32_517440","HHE32_517440","18-29","M"
"B7_20382","HHB7_20382","70-120","M"
"E32_517441","HHE32_517441","18-29","M"
"E32_517442","HHE32_517442","18-29","F"
"E32_517443","HHE32_517443","40-49","M"
"E32_517444","HHE32_517444","30-39","F"
"E32_517445","HHE32_517445","40-49","F"
"E32_517446","HHE32_517446","30-39","F"
"E32_517447","HHE32_517447","18-29","F"
"E32_517448","HHE32_517448","18-29","M"
"E32_517449","HHE32_517449","30-39","F"
"E32_517450","HHE32_517450","18-29","F"
"B7_20383","HHB7_20383","18-29","F"
"E32_517451","HHE32_517451","18-29",NA
"E32_517452","HHE32_517452","18-29","F"
"E32_517453","HHE32_517453","30-39","M"
"E32_517454","HHE32_517454","30-39","F"
"E32_517455","HHE32_517455","18-29","F"
"E32_517456","HHE32_517456","18-29","F"
"E32_517457","HHE32_517457","60-69","F"
"E32_517458","HHE32_517458","18-29","F"
"E32_517459","HHE32_517459","30-39","M"
"E32_517460","HHE32_517460","18-29","F"
"B7_20384","HHB7_20384","30-39","F"
"E32_517461","HHE32_517461","40-49","M"
"E32_517462","HHE32_517462","18-29","F"
"E32_517463","HHE32_517463","60-69","M"
"E32_517464","HHE32_517464","18-29","F"
"E32_517465","HHE32_517465","18-29","M"
"E32_517466","HHE32_517466","18-29","F"
"E32_517467","HHE32_517467","18-29","F"
"E32_517468","HHE32_517468","30-39","M"
"E32_517469","HHE32_517469","30-39","F"
"E32_517470","HHE32_517470","18-29","F"
"B7_20385","HHB7_20385","40-49","M"
"E32_517471","HHE32_517471","18-29","M"
"E32_517472","HHE32_517472","18-29","F"
"E32_517473","HHE32_517473","18-29","F"
"E32_517474","HHE32_517474","18-29","F"
"E32_517475","HHE32_517475","18-29","F"
"E32_517476","HHE32_517476","18-29","F"
"E32_517477","HHE32_517477","18-29","M"
"E32_517478","HHE32_517478","18-29","F"
"E32_517479","HHE32_517479","30-39","M"
"E32_517480","HHE32_517480","18-29","F"
"B7_20386","HHB7_20386","18-29","F"
"E32_517481","HHE32_517481","40-49","F"
"E32_517482","HHE32_517482","18-29","F"
"E32_517483","HHE32_517483","18-29","F"
"E32_517484","HHE32_517484","18-29","F"
"E32_517485","HHE32_517485","60-69","F"
"E32_517486","HHE32_517486","18-29","F"
"E32_517487","HHE32_517487","18-29","F"
"E32_517488","HHE32_517488","40-49","F"
"E32_517489","HHE32_517489","18-29","M"
"E32_517490","HHE32_517490","30-39","F"
"B7_20387","HHB7_20387","30-39","M"
"E32_517491","HHE32_517491","18-29","M"
"E32_517492","HHE32_517492","30-39","F"
"E32_517493","HHE32_517493","18-29","F"
"E32_517494","HHE32_517494","18-29","F"
"E32_517495","HHE32_517495","30-39","M"
"E32_517496","HHE32_517496","18-29","F"
"E32_517497","HHE32_517497","18-29","F"
"E32_517498","HHE32_517498","18-29","F"
"E32_517499","HHE32_517499","30-39","F"
"E32_517500","HHE32_517500","50-59","F"
"B7_20393","HHB7_20393","50-59","M"
"E32_517501","HHE32_517501","30-39","F"
"E32_517502","HHE32_517502","18-29","F"
"E32_517503","HHE32_517503","30-39","F"
"E32_517504","HHE32_517504","12-17","F"
"E32_517505","HHE32_517505","18-29","M"
"E32_517506","HHE32_517506","40-49","F"
"E32_517507","HHE32_517507","18-29","F"
"E32_517508","HHE32_517508","18-29","M"
"E32_517509","HHE32_517509","18-29","F"
"E32_517510","HHE32_517510","18-29","M"
"B7_20394","HHB7_20394","40-49","M"
"E32_517511","HHE32_517511","18-29","M"
"E32_517512","HHE32_517512","18-29","F"
"E32_517513","HHE32_517513","18-29","F"
"E32_517514","HHE32_517514","18-29","F"
"E32_517515","HHE32_517515","18-29","F"
"E32_517516","HHE32_517516","30-39","M"
"E32_517517","HHE32_517517","40-49","F"
"E32_517518","HHE32_517518","30-39","F"
"E32_517519","HHE32_517519","30-39","F"
"E32_517520","HHE32_517520","30-39","F"
"A2_10352","HHA2_10352","60-69","F"
"B7_20396","HHB7_20396","18-29","M"
"E32_517521","HHE32_517521","18-29","M"
"E32_517522","HHE32_517522","18-29","F"
"E32_517523","HHE32_517523","18-29","M"
"E32_517524","HHE32_517524","40-49","F"
"E32_517525","HHE32_517525","18-29","F"
"E32_517526","HHE32_517526","50-59","F"
"E32_517527","HHE32_517527","40-49","M"
"E32_517528","HHE32_517528","30-39","F"
"E32_517529","HHE32_517529","30-39","M"
"E32_517530","HHE32_517530","40-49","F"
"B7_20398","HHB7_20398","50-59","F"
"E32_517531","HHE32_517531","18-29","M"
"E32_517532","HHE32_517532","30-39","M"
"E32_517533","HHE32_517533","18-29","F"
"E32_517534","HHE32_517534","50-59","F"
"E32_517535","HHE32_517535","18-29","F"
"E32_517536","HHE32_517536","18-29","M"
"E32_517537","HHE32_517537","18-29","F"
"E32_517538","HHE32_517538","18-29","F"
"E32_517539","HHE32_517539","30-39","F"
"E32_517540","HHE32_517540","18-29","F"
"B7_20399","HHB7_20399","40-49","F"
"E32_517541","HHE32_517541","18-29","M"
"E32_517542","HHE32_517542","30-39","M"
"E32_517543","HHE32_517543","18-29","F"
"E32_517544","HHE32_517544","18-29","M"
"E32_517545","HHE32_517545","30-39","F"
"E32_517546","HHE32_517546","30-39","F"
"E32_517547","HHE32_517547","30-39","F"
"E32_517548","HHE32_517548","18-29","F"
"E32_517549","HHE32_517549","18-29","F"
"E32_517550","HHE32_517550","18-29","F"
"B7_20400","HHB7_20400","30-39","M"
"E32_517551","HHE32_517551","18-29","M"
"E32_517552","HHE32_517552","18-29","F"
"E32_517553","HHE32_517553","18-29","M"
"E32_517554","HHE32_517554","30-39","F"
"E32_517555","HHE32_517555","18-29","M"
"E32_517556","HHE32_517556","40-49","M"
"E32_517557","HHE32_517557","18-29","F"
"E32_517558","HHE32_517558","18-29","M"
"E32_517559","HHE32_517559","30-39","F"
"E32_517560","HHE32_517560","50-59","F"
"B7_20401","HHB7_20401","30-39","F"
"E32_517561","HHE32_517561","18-29","M"
"E32_517562","HHE32_517562","40-49","M"
"E32_517563","HHE32_517563","60-69","F"
"E32_517564","HHE32_517564","18-29","M"
"E32_517565","HHE32_517565","30-39","F"
"E32_517566","HHE32_517566","18-29","M"
"E32_517567","HHE32_517567","18-29","F"
"E32_517568","HHE32_517568","18-29","M"
"E32_517569","HHE32_517569","18-29","F"
"E32_517570","HHE32_517570","30-39","F"
"B7_20405","HHB7_20405","40-49","F"
"E32_517571","HHE32_517571","18-29","F"
"E32_517572","HHE32_517572","30-39","M"
"E32_517573","HHE32_517573","40-49","F"
"E32_517574","HHE32_517574","40-49","M"
"E32_517575","HHE32_517575","30-39","F"
"E32_517576","HHE32_517576","18-29","F"
"E32_517577","HHE32_517577","30-39","M"
"E32_517578","HHE32_517578","18-29","M"
"E32_517579","HHE32_517579","18-29","F"
"E32_517580","HHE32_517580","18-29","M"
"B7_20408","HHB7_20408","50-59","F"
"E32_517581","HHE32_517581","50-59","M"
"E32_517582","HHE32_517582","30-39","F"
"E32_517583","HHE32_517583","18-29","M"
"E32_517584","HHE32_517584","50-59","M"
"E32_517585","HHE32_517585","18-29","F"
"E32_517586","HHE32_517586","18-29","F"
"E32_517587","HHE32_517587","18-29","M"
"E32_517588","HHE32_517588","18-29","M"
"E32_517589","HHE32_517589","18-29","F"
"E32_517590","HHE32_517590","50-59","F"
"B7_20409","HHB7_20409","30-39","M"
"E32_517591","HHE32_517591","18-29","M"
"E32_517592","HHE32_517592","18-29","F"
"E32_517593","HHE32_517593","18-29","M"
"E32_517594","HHE32_517594","18-29","F"
"E32_517595","HHE32_517595","18-29","M"
"E32_517596","HHE32_517596","18-29","M"
"E32_517597","HHE32_517597","30-39","M"
"E32_517598","HHE32_517598","18-29","M"
"E32_517599","HHE32_517599","30-39","F"
"E32_517600","HHE32_517600","18-29","F"
"B7_20410","HHB7_20410","40-49","M"
"E32_517601","HHE32_517601","18-29","F"
"E32_517602","HHE32_517602","50-59","M"
"E32_517603","HHE32_517603","18-29","F"
"E32_517604","HHE32_517604","30-39","F"
"E32_517605","HHE32_517605","18-29","F"
"E32_517606","HHE32_517606","18-29",NA
"E32_517607","HHE32_517607","18-29","F"
"E32_517608","HHE32_517608","18-29","F"
"E32_517609","HHE32_517609","18-29","F"
"E32_517610","HHE32_517610","18-29","F"
"B7_20412","HHB7_20412","30-39","M"
"E32_517611","HHE32_517611","30-39","F"
"E32_517612","HHE32_517612","30-39","F"
"E32_517613","HHE32_517613","30-39","F"
"E32_517614","HHE32_517614","30-39",NA
"E32_517615","HHE32_517615","30-39","F"
"E32_517616","HHE32_517616","18-29","M"
"E32_517617","HHE32_517617","18-29","F"
"E32_517618","HHE32_517618","30-39","M"
"E32_517619","HHE32_517619","18-29","F"
"E32_517620","HHE32_517620","18-29","M"
"A2_10353","HHA2_10353","60-69","M"
"B7_20413","HHB7_20413","30-39","F"
"E32_517621","HHE32_517621","18-29","F"
"E32_517622","HHE32_517622","40-49","F"
"E32_517623","HHE32_517623","18-29","F"
"E32_517624","HHE32_517624","40-49","F"
"E32_517625","HHE32_517625","18-29","F"
"E32_517626","HHE32_517626","18-29","F"
"E32_517627","HHE32_517627","18-29","F"
"E32_517628","HHE32_517628","18-29","M"
"E32_517629","HHE32_517629","18-29","F"
"E32_517630","HHE32_517630","18-29","M"
"B7_20417","HHB7_20417","30-39","M"
"E32_517631","HHE32_517631","30-39","F"
"E32_517632","HHE32_517632","18-29","F"
"E32_517633","HHE32_517633","18-29","M"
"E32_517634","HHE32_517634","18-29","F"
"E32_517635","HHE32_517635","18-29","F"
"E32_517636","HHE32_517636","18-29","F"
"E32_517637","HHE32_517637","40-49","F"
"E32_517638","HHE32_517638","18-29","F"
"E32_517639","HHE32_517639","50-59","M"
"E32_517640","HHE32_517640","40-49","F"
"B7_20420","HHB7_20420","70-120","M"
"E32_517641","HHE32_517641","18-29","F"
"E32_517642","HHE32_517642","18-29","F"
"E32_517643","HHE32_517643","18-29","F"
"E32_517644","HHE32_517644","18-29","F"
"E32_517645","HHE32_517645","18-29","M"
"E32_517646","HHE32_517646","18-29","M"
"E32_517647","HHE32_517647","40-49","F"
"E32_517648","HHE32_517648","18-29","F"
"E32_517649","HHE32_517649","18-29","F"
"E32_517650","HHE32_517650","18-29","F"
"B7_20421","HHB7_20421","40-49","F"
"E32_517651","HHE32_517651","18-29","F"
"E32_517652","HHE32_517652","30-39","F"
"E32_517653","HHE32_517653","18-29","F"
"E32_517654","HHE32_517654","40-49","F"
"E32_517655","HHE32_517655","18-29","M"
"E32_517656","HHE32_517656","18-29","F"
"E32_517657","HHE32_517657","18-29","M"
"E32_517658","HHE32_517658","30-39","F"
"E32_517659","HHE32_517659","18-29","F"
"E32_517660","HHE32_517660","18-29","F"
"B7_20423","HHB7_20423","70-120","F"
"E32_517661","HHE32_517661","18-29","F"
"E32_517662","HHE32_517662","18-29","F"
"E32_517663","HHE32_517663","30-39","F"
"E32_517664","HHE32_517664","18-29","F"
"E32_517665","HHE32_517665","18-29","F"
"E32_517666","HHE32_517666","18-29","M"
"E32_517667","HHE32_517667","18-29","M"
"E32_517668","HHE32_517668","18-29",NA
"E32_517669","HHE32_517669","18-29","M"
"E32_517670","HHE32_517670","30-39","F"
"B7_20424","HHB7_20424","40-49","M"
"E32_517671","HHE32_517671","18-29","F"
"E32_517672","HHE32_517672","18-29","F"
"E32_517673","HHE32_517673","18-29","F"
"E32_517674","HHE32_517674","18-29","F"
"E32_517675","HHE32_517675","18-29","F"
"E32_517676","HHE32_517676","40-49","F"
"E32_517677","HHE32_517677","30-39","F"
"E32_517678","HHE32_517678","40-49","F"
"E32_517679","HHE32_517679","18-29","F"
"E32_517680","HHE32_517680","18-29","F"
"B7_20431","HHB7_20431","40-49","M"
"E32_517681","HHE32_517681","18-29","F"
"E32_517682","HHE32_517682","18-29","F"
"E32_517683","HHE32_517683","18-29","F"
"E32_517684","HHE32_517684","18-29","F"
"E32_517685","HHE32_517685","18-29","F"
"E32_517686","HHE32_517686","18-29","M"
"E32_517687","HHE32_517687","18-29","F"
"E32_517688","HHE32_517688","18-29","F"
"E32_517689","HHE32_517689","18-29","M"
"E32_517690","HHE32_517690","18-29","M"
"B7_20432","HHB7_20432","60-69","F"
"E32_517691","HHE32_517691","18-29","F"
"E32_517692","HHE32_517692","18-29","F"
"E32_517693","HHE32_517693","30-39","F"
"E32_517694","HHE32_517694","18-29","M"
"E32_517695","HHE32_517695","18-29","F"
"E32_517696","HHE32_517696","18-29","F"
"E32_517697","HHE32_517697","18-29","M"
"E32_517698","HHE32_517698","18-29","F"
"E32_517699","HHE32_517699","18-29","F"
"E32_517700","HHE32_517700","18-29","F"
"B7_20433","HHB7_20433","18-29","M"
"E32_517701","HHE32_517701","40-49","M"
"E32_517702","HHE32_517702","18-29","F"
"E32_517703","HHE32_517703","18-29","F"
"E32_517704","HHE32_517704","18-29","M"
"E32_517705","HHE32_517705","18-29","F"
"E32_517706","HHE32_517706","18-29","F"
"E32_517707","HHE32_517707","30-39","F"
"E32_517708","HHE32_517708","30-39","F"
"E32_517709","HHE32_517709","18-29","M"
"E32_517710","HHE32_517710","30-39","M"
"B7_20434","HHB7_20434","30-39","F"
"E32_517711","HHE32_517711","18-29","F"
"E32_517712","HHE32_517712","18-29","F"
"E32_517713","HHE32_517713","18-29","F"
"E32_517714","HHE32_517714","18-29","F"
"E32_517715","HHE32_517715","50-59","M"
"E32_517716","HHE32_517716","18-29","F"
"E32_517717","HHE32_517717","18-29","M"
"E32_517718","HHE32_517718","18-29","F"
"E32_517719","HHE32_517719","30-39","F"
"E32_517720","HHE32_517720","40-49","F"
"A2_10354","HHA2_10354","30-39","M"
"B7_20435","HHB7_20435","50-59","M"
"E32_517721","HHE32_517721","18-29","M"
"E32_517722","HHE32_517722","18-29","F"
"E32_517723","HHE32_517723","18-29","M"
